UF,Objetivo Estratégico,Descrição Indicador,Meta de 2025,Resultado de 2025,Unnamed: 5,Ano,Mes
SC,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","87,77",,2025,Abril
SC,-,Recorrência do Atendimento,"49,00","41,53",,2025,Abril
SC,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","12,79",,2025,Maio
SC,-,Cobertura de clientes de grupos sub-representados,"82,70","77,97",,2025,Maio
SC,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"24,20","17,32",,2025,Maio
SC,-,Cobertura do Atendimento a Estudantes,"7,00","0,50",,2025,Maio
SC,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Maio
SC,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"30,00","0,00",,2025,Maio
SC,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","0,00",,2025,Maio
SC,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","88,11",,2025,Maio
SC,-,Recorrência do Atendimento,"49,00","47,91",,2025,Maio
SC,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","14,29",,2025,Junho
SC,-,Cobertura de clientes de grupos sub-representados,"82,70","76,34",,2025,Junho
SC,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"24,20","19,11",,2025,Junho
SC,-,Cobertura do Atendimento a Estudantes,"7,00","2,88",,2025,Junho
SC,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Junho
SC,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"30,00","43,73",,2025,Junho
SC,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","19,05",,2025,Junho
SC,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","88,15",,2025,Junho
SC,-,Recorrência do Atendimento,"49,00","48,08",,2025,Junho
SC,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","15,95",,2025,Julho
SC,-,Cobertura de clientes de grupos sub-representados,"82,70","76,34",,2025,Julho
SC,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"24,20","20,88",,2025,Julho
SC,-,Cobertura do Atendimento a Estudantes,"7,00","3,98",,2025,Julho
SC,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Julho
SC,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"30,00","47,80",,2025,Julho
SC,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","19,05",,2025,Julho
SC,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","88,13",,2025,Julho
SC,-,Recorrência do Atendimento,"49,00","51,23",,2025,Julho
SC,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","15,95",,2025,Agosto
SC,-,Cobertura de clientes de grupos sub-representados,"82,70","76,34",,2025,Agosto
SC,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"24,20","21,90",,2025,Agosto
SC,-,Cobertura do Atendimento a Estudantes,"7,00","3,98",,2025,Agosto
SC,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Agosto
SC,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"30,00","47,80",,2025,Agosto
SC,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","19,05",,2025,Agosto
SC,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","88,13",,2025,Agosto
SC,-,Recorrência do Atendimento,"49,00","51,23",,2025,Agosto
SC,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Setembro
SC,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Setembro
SC,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Setembro
SC,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Setembro
SC,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Setembro
SC,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Setembro
SC,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Setembro
SC,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Setembro
SC,-,Recorrência do Atendimento,"0,00","0,00",,2025,Setembro
SC,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Outubro
SC,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Outubro
SC,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Outubro
SC,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Outubro
SC,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Outubro
SC,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Outubro
SC,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Outubro
SC,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Outubro
SC,-,Recorrência do Atendimento,"0,00","0,00",,2025,Outubro
SC,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Novembro
SC,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Novembro
SC,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Novembro
SC,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Novembro
SC,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Novembro
SC,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Novembro
SC,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Novembro
SC,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Novembro
SC,-,Recorrência do Atendimento,"0,00","0,00",,2025,Novembro
SP,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","2,06",,2025,Janeiro
SP,-,Cobertura de clientes de grupos sub-representados,"51,00","0,00",,2025,Janeiro
SP,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"21,00","4,88",,2025,Janeiro
SP,-,Cobertura do Atendimento a Estudantes,"8,40","0,00",,2025,Janeiro
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Janeiro
SP,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"33,33","0,00",,2025,Janeiro
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"21,60","0,00",,2025,Janeiro
SP,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"83,00","90,31",,2025,Janeiro
SP,-,Recorrência do Atendimento,"55,00","37,75",,2025,Janeiro
SP,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","7,11",,2025,Fevereiro
SP,-,Cobertura de clientes de grupos sub-representados,"51,00","0,00",,2025,Fevereiro
SP,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"21,00","7,63",,2025,Fevereiro
SP,-,Cobertura do Atendimento a Estudantes,"8,40","0,12",,2025,Fevereiro
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Fevereiro
SP,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"33,33","0,00",,2025,Fevereiro
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"21,60","0,00",,2025,Fevereiro
SP,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"83,00","89,40",,2025,Fevereiro
SP,-,Recorrência do Atendimento,"55,00","44,06",,2025,Fevereiro
SP,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","10,72",,2025,Março
SP,-,Cobertura de clientes de grupos sub-representados,"51,00","79,41",,2025,Março
SP,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"21,00","9,53",,2025,Março
SP,-,Cobertura do Atendimento a Estudantes,"8,40","0,25",,2025,Março
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Março
SP,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"33,33","0,00",,2025,Março
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"21,60","0,00",,2025,Março
SP,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"83,00","89,77",,2025,Março
SP,-,Recorrência do Atendimento,"55,00","46,52",,2025,Março
SP,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","12,73",,2025,Abril
SP,-,Cobertura de clientes de grupos sub-representados,"51,00","79,41",,2025,Abril
SP,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"21,00","10,83",,2025,Abril
SP,-,Cobertura do Atendimento a Estudantes,"8,40","0,64",,2025,Abril
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Abril
SP,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"33,33","0,00",,2025,Abril
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"21,60","0,00",,2025,Abril
SP,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"83,00","89,69",,2025,Abril
SP,-,Recorrência do Atendimento,"55,00","45,66",,2025,Abril
SP,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","18,05",,2025,Maio
SP,-,Cobertura de clientes de grupos sub-representados,"51,00","79,41",,2025,Maio
SP,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"21,00","12,53",,2025,Maio
SP,-,Cobertura do Atendimento a Estudantes,"8,40","1,10",,2025,Maio
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Maio
SP,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"33,33","0,00",,2025,Maio
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"21,60","0,00",,2025,Maio
SP,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"83,00","87,89",,2025,Maio
SP,-,Recorrência do Atendimento,"55,00","48,43",,2025,Maio
SP,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","17,19",,2025,Junho
SP,-,Cobertura de clientes de grupos sub-representados,"51,00","78,31",,2025,Junho
SP,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"21,00","14,93",,2025,Junho
SP,-,Cobertura do Atendimento a Estudantes,"8,40","1,98",,2025,Junho
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Junho
SP,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"33,33","0,62",,2025,Junho
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"21,60","25,14",,2025,Junho
SP,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"83,00","87,99",,2025,Junho
SP,-,Recorrência do Atendimento,"55,00","50,34",,2025,Junho
SP,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","19,08",,2025,Julho
SP,-,Cobertura de clientes de grupos sub-representados,"51,00","78,31",,2025,Julho
SP,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"21,00","16,12",,2025,Julho
SP,-,Cobertura do Atendimento a Estudantes,"8,40","2,20",,2025,Julho
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Julho
SP,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"33,33","1,86",,2025,Julho
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"21,60","25,14",,2025,Julho
SP,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"83,00","88,29",,2025,Julho
SP,-,Recorrência do Atendimento,"55,00","50,88",,2025,Julho
SP,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","19,08",,2025,Agosto
SP,-,Cobertura de clientes de grupos sub-representados,"51,00","78,31",,2025,Agosto
SP,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"21,00","14,91",,2025,Agosto
SP,-,Cobertura do Atendimento a Estudantes,"8,40","2,20",,2025,Agosto
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Agosto
SP,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"33,33","1,86",,2025,Agosto
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"21,60","25,14",,2025,Agosto
SP,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"83,00","88,29",,2025,Agosto
SP,-,Recorrência do Atendimento,"55,00","50,88",,2025,Agosto
SP,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Setembro
SP,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Setembro
SP,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Setembro
SP,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Setembro
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Setembro
SP,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Setembro
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Setembro
SP,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Setembro
SP,-,Recorrência do Atendimento,"0,00","0,00",,2025,Setembro
SP,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Outubro
SP,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Outubro
SP,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Outubro
SP,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Outubro
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Outubro
SP,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Outubro
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Outubro
SP,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Outubro
SP,-,Recorrência do Atendimento,"0,00","0,00",,2025,Outubro
SP,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Novembro
